REACTANT,REAGENT,PRODUCT,REACTION_TYPE
NN.OC1CN(c2cc(Cl)ncn2)C1,C1CCOC1.CCO.O,NNc1cc(N2CC(O)C2)ncn1,not_reduction
O=S(Cl)Cl.OC1c2ccccc2CSc2ccccc21,c1ccccc1,ClC1c2ccccc2CSc2ccccc21,not_reduction
COC(=O)c1cc(Br)c2c(c1Cl)OC(c1ccccc1)(c1ccccc1)O2,C1CCOC1.CO.O.O.[Li+].[OH-],O=C(O)c1cc(Br)c2c(c1Cl)OC(c1ccccc1)(c1ccccc1)O2,not_reduction
CCOC(=O)Cn1ccc2cc(S[Si](C(C)C)(C(C)C)C(C)C)ccc21,CN1CCCC1=O.[Cs+].[F-],CCOC(=O)Cn1ccc2cc(S)ccc21,not_reduction
CC(=O)OC1CC(N2C(=O)c3cccc([N+](=O)[O-])c3C2=O)C(=O)NC1=O,CO,CC(=O)OC1CC(N2C(=O)c3cccc(N)c3C2=O)C(=O)NC1=O,not_reduction
CCCSc1nc(Cl)ccc1C(=O)NC12CC3CC(CC(C3)C1)C2.COC(=O)CC1CCCNC1,CCCC#N.CCOC(C)=O.Cl.O=C([O-])[O-].[K+].[K+],CCCSc1nc(N2CCCC(CC(=O)OC)C2)ccc1C(=O)NC12CC3CC(CC(C3)C1)C2,not_reduction
CC(C(=O)c1ccc(Cl)cc1)N1CCNCC1,O=C(CBr)c1ccc(Cl)cc1,O=C(CN1CCNCC1)c1ccc(Cl)cc1,not_reduction
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CNC1.O=C1CCC(Oc2ccccn2)CC1,,O=C(CNC(=O)c1cccc(C(F)(F)F)c1)NC1CN(C2CCC(Oc3ccccn3)CC2)C1,not_reduction
BrCc1ccccc1.COc1ccc(CCC2(C3CCCC3)CC(=O)CC(=O)O2)cc1,C1CCC2=NCCCN2CC1.c1ccccc1,COc1ccc(CCC2(C3CCCC3)CC(=O)C(Cc3ccccc3)C(=O)O2)cc1,not_reduction
BrBr.CC1(C)CCC(C)(C)c2cc(C(=O)O)c(O)cc21,,CC1(C)CCC(C)(C)c2c1cc(C(=O)O)c(O)c2Br,not_reduction
CC(C)N1CCC(O)CC1.CCOC(=O)c1cc2ccc(O)cc2s1,C1CCOC1.CC(C)OC(=O)N=NC(=O)OC(C)C.[CH2]C.c1ccc(P(c2ccccc2)c2ccccc2)cc1,CCOC(=O)c1cc2ccc(OC3CCN(C(C)C)CC3)cc2s1,not_reduction
COc1cc2ncnc(Oc3ccc(N)cc3C)c2cc1OC.COc1ccccc1N=C=O,CO.ClC(Cl)Cl,COc1ccccc1NC(=O)Nc1ccc(Oc2ncnc3cc(OC)c(OC)cc23)c(C)c1,not_reduction
NC1CCOc2c(F)cccc21.NC1CCOc2cccc(F)c21,COc1ccc2c(c1)C(N)CCO2.Cc1ccc2c(c1)C(N)CCO2.NC1CCOc2ccc(Cl)cc21.NC1CCOc2ccc(F)cc21.NC1CCOc2ccccc21,O=C1CCOc2cccc(F)c21,not_reduction
Br.COC(=O)c1cc(C#N)c(C(=O)OC)cc1N,O.O=N[O-].[Cu]Br.[Na+],COC(=O)c1cc(C#N)c(C(=O)OC)cc1Br,not_reduction
NC(Cc1ccc(O)cc1)C(=O)O.NC=O,,O=CNC(Cc1ccc(O)cc1)C(=O)O,not_reduction
BrCCc1ccccc1.Cc1cc(OCC(=O)N(C)C2CCNCC2)c(C)c(C)c1N,CC#N.CCN(CC)CC.[Cl-].[NH4+],Cc1cc(OCC(=O)N(C)C2CCN(CCc3ccccc3)CC2)c(C)c(C)c1N,not_reduction
CC(=O)Oc1ccc2c(c1C)OCC(c1ccc(O)cc1)C2=O,CCO.c1c[nH]cn1,Cc1c(O)ccc2c1OCC(c1ccc(O)cc1)C2=O,not_reduction
CON(C)C(=O)c1ccc([N+](=O)[O-])cc1F,C1CCOC1.CC(C)C[Al+]CC(C)C.Cc1ccccc1.Cl.[H-],O=Cc1ccc([N+](=O)[O-])cc1F,not_reduction
CCOC(=O)C(=O)Cl.CCOC(=O)Cc1cc2ccccc2[nH]1,,CCOC(=O)Cc1[nH]c2ccccc2c1C(=O)C(=O)OCC,not_reduction
CC(=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1.NNC(N)=O,CCO.Cl.c1ccncc1,CC(=NNC(N)=O)c1ccc(NS(C)(=O)=O)c(Oc2ccc(F)cc2F)c1,not_reduction
CCCCC(Oc1c(Cl)cc(CCC(=O)OCC)cc1OC)c1cccc(-c2ccc(C(F)(F)F)cc2)n1,C1CCOC1.CO.Cl.[Na+].[OH-],CCCCC(Oc1c(Cl)cc(CCC(=O)O)cc1OC)c1cccc(-c2ccc(C(F)(F)F)cc2)n1,not_reduction
BrCCCCOc1ccccc1.O=CN1CCNCC1,CC(C)O,c1ccc(OCCCCN2CCNCC2)cc1,not_reduction
O=C1Cc2cc(C(=O)CCl)ccc2N1,CC[SiH](CC)CC.O.O=C(O)C(F)(F)F,O=C1Cc2cc(CCCl)ccc2N1,not_reduction
CC1(C)C=C(c2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)CC(C)(C)C1,C1CCOC1.CO,CC1(C)CC(c2ccccc2N2CCN(C(=O)OC(C)(C)C)CC2)CC(C)(C)C1,not_reduction
BrCCCOC1CCCCO1.CN(C(=O)OC(C)(C)C)C1CCC(C=C(Br)Br)CC1,C1CCOC1.CN1CCCN(C)C1=O.[Cl-].[Li]CCCC.[NH4+],CN(C(=O)OC(C)(C)C)C1CCC(C#CCCCOC2CCCCO2)CC1,not_reduction
CN(C)C(=O)Sc1c(Cl)ccc2c1CCN(C(=O)OC(C)(C)C)CC2.Fc1cc(CBr)ccc1Br,,CC(C)(C)OC(=O)N1CCc2ccc(Cl)c(SCc3ccc(Br)c(F)c3)c2CC1,not_reduction
Cc1cccc2c1NCCC2.O=C(Cl)CCl,CCN(CC)CC.ClCCl,Cc1cccc2c1N(C(=O)CCl)CCC2,not_reduction
CC([O-])=S.C[SiH](C)OC(C(CO[Si](C)(C)C(C)(C)C)NC(=O)c1csc(N2CC(OS(C)(=O)=O)C2)n1)C(C)(C)C,CN(C)C=O.[K+],CC(=O)SC1CN(c2nc(C(=O)NC(CO[Si](C)(C)C(C)(C)C)C(O[SiH](C)C)C(C)(C)C)cs2)C1,not_reduction
N#CCc1ccc(N2C(=O)c3ccccc3C2=O)cc1F,CO.NN.O,N#CCc1ccc(N)cc1F,not_reduction
C1CNCCN1.Clc1cncc(OCCCCOc2ccccc2)n1,O=C([O-])[O-].[K+].[K+],c1ccc(OCCCCOc2cncc(N3CCNCC3)n2)cc1,not_reduction
CCCI.COC(=O)c1ccc(-c2ccc3cc4c(cc3c2)C(C)(C)CCC4(C)C)cc1O,,CCCOc1cc(-c2ccc3cc4c(cc3c2)C(C)(C)CCC4(C)C)ccc1C(=O)OC,not_reduction
CNC.O=C(Cl)CCCCCl,C1CCOC1,CN(C)C(=O)CCCCCl,not_reduction
CC(C)(C)OC(=O)C=Cc1ccc(C=O)cn1,ClCCl.O=C(O)C(F)(F)F,O=Cc1ccc(C=CC(=O)O)nc1,not_reduction
COc1cc2ncnc(N3CCC(n4c(=O)[nH]c5ccc([N+](=O)[O-])cc5c4=O)CC3)c2cc1OC.Fc1ccc(CCl)cc1,,COc1cc2ncnc(N3CCC(n4c(=O)c5cc([N+](=O)[O-])ccc5n(Cc5ccc(F)cc5)c4=O)CC3)c2cc1OC,not_reduction
Cc1ccc(S(=O)(=O)Cl)cc1.Cc1nc2c(s1)CCC(CO)C2,,Cc1ccc(S(=O)(=O)OCC2CCc3sc(C)nc3C2)cc1,not_reduction
C1CNCCN1.O=C(Cl)OCC(Cl)(Cl)Cl,CCN(CC)CC,O=C(OCC(Cl)(Cl)Cl)N1CCNCC1,not_reduction
CCN(CC)CC.O=[N+]([O-])c1c(Cl)nc(C(F)(F)F)nc1Cl,CCN.CCO,CCNc1nc(C(F)(F)F)nc(Cl)c1[N+](=O)[O-],not_reduction
C1CNC1.CC(c1ccc(Br)cc1)N1CCC(CCO)(c2ccc(F)cc2)OC1=O,,CC(c1ccc(Br)cc1)N1CCC(CCN2CCC2)(c2ccc(F)cc2)OC1=O,not_reduction
CN(C)CCOc1cccc(Nc2nccc(-c3c(-c4ccc(F)c(N)c4)nn4ccccc34)n2)c1.O=C(Cl)Cc1cccs1,,CN(C)CCOc1cccc(Nc2nccc(-c3c(-c4ccc(F)c(NC(=O)Cc5cccs5)c4)nn4ccccc34)n2)c1,not_reduction
COCCN=C=O.NNC(=O)c1ccc(Cl)s1,C1CCOC1,COCCNC(=O)NNC(=O)c1ccc(Cl)s1,not_reduction
COc1ccc([N+](=O)[O-])c2c1sc1ccccc12,Cl.O.c1ccncc1,O=[N+]([O-])c1ccc(O)c2sc3ccccc3c12,not_reduction
OCC1OC(n2cnc3c2N=CNCC3O)C(O)C1O,CC(=O)OCC1OC(n2cnc(C(=O)O)c2N)C(OC(C)=O)C1OC(C)=O,O=C1CNC=Nc2c1ncn2C1OC(CO)C(O)C1O,not_reduction
CCOc1cc(CO)cc(OCC)c1F,ClCCCl.O=[Mn]=O,CCOc1cc(C=O)cc(OCC)c1F,not_reduction
CNOC.O=C(O)c1ccc2nc[nH]c2c1,CCN=C=NCCCN(C)C.CN1CCOCC1.Cl.ClCCl,CON(C)C(=O)c1ccc2nc[nH]c2c1,not_reduction
CCCCCCc1cccc(-c2nc(I)c(C(=O)N3CCC(N4CCCC4)CC3)n2C)c1.OB(O)c1ccncc1,,CCCCCCc1cccc(-c2nc(-c3ccncc3)c(C(=O)N3CCC(N4CCCC4)CC3)n2C)c1,not_reduction
Nc1nc(C(=O)O)c(-c2cccc(F)c2)s1.O=C(NCC1CC2CC2N1)c1cccc2occc12,,Nc1nc(C(=O)N2C(CNC(=O)c3cccc4occc34)CC3CC32)c(-c2cccc(F)c2)s1,not_reduction
C=CC1(C(=O)O)Cc2ccccc2C1.O=S(Cl)Cl,,[Cl-],not_reduction
CCOC(=O)CCCCCCCBr.O=C1NC(=O)c2ccccc21,CN(C)C=O.[K],CCOC(=O)CCCCCCCN1C(=O)c2ccccc2C1=O,not_reduction
Cc1ccccc1OC(F)(F)C(F)F.O=C1CCC(=O)N1Br,CC(C)(C#N)N=NC(C)(C)C#N.ClC(Cl)(Cl)Cl,FC(F)C(F)(F)Oc1ccccc1CBr,not_reduction
O=C(O)C1CS[SH](c2cccnc2)C1.c1ccc2[nH]ccc2c1,O=C(c1ncc[nH]1)c1ncc[nH]1.[H-].[Li+].[Na+].[OH-].c1c[n-]cn1,O=C(C1CS[SH](c2cccnc2)C1)n1ccc2ccccc21,not_reduction
CCCCCCCCCCCCc1ccc2ccccc2c1O.O=S(=O)(O)Cl,ClCCl.O,CCCCCCCCCCCCc1cc(S(=O)(=O)Cl)c2ccccc2c1O,not_reduction
C[Mg+].Nc1nc(Cl)c(Cl)nc1C=O,C1CCOC1.[Br-].[Cl-].[NH4+],CC(O)c1nc(Cl)c(Cl)nc1N,not_reduction
C=CCP(=O)(CC=C)C(NC(=O)NCCCC(=O)OCC1c2ccccc2-c2ccccc21)P(=O)(CC=C)CC=C,C1CCNCC1.CN(C)C=O.O=C([O-])O.[Na+],C=CCP(=O)(CC=C)C(NC(=O)NCCCC(=O)O)P(=O)(CC=C)CC=C,not_reduction
C=C[Sn](CCCC)(CCCC)CCCC.COC(=O)Cc1cccc(OS(=O)(=O)C(F)(F)F)c1C(=O)OC,C1COCCO1.[Cl-].[Li+],C=Cc1cccc(CC(=O)OC)c1C(=O)OC,not_reduction
N#Cc1c2ccccc2nc2ccccc12.O.O=N[O-],O=S(=O)(O)O.[Na+].[Na+].[OH-],O=C(O)c1c2ccccc2nc2ccccc12,not_reduction
CCOC(=O)C=Cc1cnc(-c2ccc(C(CC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)[nH]2)s1,C.C1CCOC1.CCO.[Pd],CCOC(=O)CCc1cnc(-c2ccc(C(CC3CCOCC3)c3ccc(S(=O)(=O)C4CC4)cc3)[nH]2)s1,not_reduction
CCOC(=O)CBr.Cc1nc(Cl)c2[nH]c(=O)n(-c3c(C(C)C)csc3C)c2n1,CN(C)C=O.O.[H-].[Na+],CCOC(=O)Cn1c(=O)n(-c2c(C(C)C)csc2C)c2nc(C)nc(Cl)c21,not_reduction
C=CCNC(CC(=O)OC)=C(C(C)=O)C(=O)OC.CI,[H-].[Na+],C=CCNC(=C(C(C)=O)C(=O)OC)C(C)C(=O)OC,not_reduction
CC(C)(N)CO.O=C(O)c1ccc(F)cc1F,ClCCl.On1nnc2ccccc21,CC(C)(CO)NC(=O)c1ccc(F)cc1F,not_reduction
COc1cc[nH]c1C=C1C(=O)Nc2ccc(F)c(I)c21.OB(O)c1ccc(O)cc1,COCCOC.O=C([O-])[O-].[Na+].[Na+],COc1cc[nH]c1C=C1C(=O)Nc2ccc(F)c(-c3ccc(O)cc3)c21,not_reduction
CC(=O)OC(C)=O.Nc1cccc(C(=O)N(CCN2CCC(C(=O)c3ccc(F)cc3)CC2)c2ccc(F)cc2)c1,,CC(=O)Nc1cccc(C(=O)N(CCN2CCC(C(=O)c3ccc(F)cc3)CC2)c2ccc(F)cc2)c1,not_reduction
COC(CN)OC.COc1ccc(CC(=O)O)cc1OC,CCN(CC)CC.ClCCl.[Cl-],COc1ccc(CC(=O)NCC(OC)OC)cc1OC,not_reduction
C1CCOC1.C=C(C)C1C(C(C)OC(=O)OCc2ccccc2)C(=O)N1C(Cc1ccc(OC)cc1)Cc1ccc(OC)cc1,C=CCCC=CCC.[BH4-].[Na+],COc1ccc(CC(Cc2ccc(OC)cc2)N2C(=O)C(C(C)OC(=O)OCc3ccccc3)C2C(C)CO)cc1,reduction
CC(C)(C)OC(=O)NC(Cc1ccc(O)cc1)C(=O)NCC(=O)NCC(=O)O.CSCCC(NC(=O)C(N)Cc1c[nH]c2ccccc12)C(=O)OCc1ccccc1,CC(C)COC(=O)Cl.CN(C)C=O.CN1CCOCC1.Cl.O,CSCCC(NC(=O)C(Cc1c[nH]c2ccccc12)NC(=O)CNC(=O)CNC(=O)C(Cc1ccc(O)cc1)NC(=O)OC(C)(C)C)C(=O)OCc1ccccc1,not_reduction
COc1cc(N2CCC3(CC2)OCCO3)ccc1Cl.O=C1CCC(=O)N1Cl,CC(=O)O.O.[Na+].[OH-],COc1cc(N2CCC3(CC2)OCCO3)c(Cl)cc1Cl,not_reduction
CCC(C)C(NC(=O)OC(C)(C)C)C(=O)N1CC(F)(F)C(F)(F)C1,CCOC(C)=O.Cl,CCC(C)C(N)C(=O)N1CC(F)(F)C(F)(F)C1,not_reduction
CCN(CC)S(F)(F)F.CN(CC(O)c1ccc(F)cc1)S(=O)(=O)c1ccc(Br)s1,ClCCl.O=C([O-])O.[Na+],CN(CC(F)c1ccc(F)cc1)S(=O)(=O)c1ccc(Br)s1,not_reduction
CC1(C)OB(c2ccc(NC(=O)Nc3ccc(N4CCCC4=O)cc3)cc2)OC1(C)C.Cc1ccc(-c2ccc3c(N4CCOCC4)nc(Cl)nc3c2)o1,CCO.Cc1ccccc1.O.O=C([O-])[O-].[Cs+].[Cs+],Cc1ccc(-c2ccc3c(N4CCOCC4)nc(-c4ccc(NC(=O)Nc5ccc(N6CCCC6=O)cc5)cc4)nc3c2)o1,not_reduction
COC(=O)C1CCC(C(N)=O)CC1.COc1ccc(P2(=S)SP(=S)(c3ccc(OC)cc3)S2)cc1,C1CCOC1.Cc1ccccc1,COC(=O)C1CCC(C(N)=S)CC1,not_reduction
O=C(Cl)N1CCCCC1.O=C(c1c[nH]c2cc(Cl)ccc12)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,CN(C)C=O.[H-].[Na+],O=C(c1cn(C(=O)N2CCCCC2)c2cc(Cl)ccc12)N1CCC(n2c(=O)[nH]c3ccccc32)CC1,not_reduction
C=Cc1ncccn1.NCc1ccccc1,CC(=O)O.CCO,c1ccc(CNCCc2ncccn2)cc1,not_reduction
Brc1cccc(Br)c1.C1CNC1,Cc1ccccc1.Cl.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.[Pd].[Pd].c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1,Brc1cccc(N2CCC2)c1,not_reduction
CC(C)(C)OC(=O)NCCC(CO)NC(=O)C(CCCN(Cc1ccccc1)C(=O)[O-])NC(=O)OC(C)(C)C,CCO,CC(C)(C)OC(=O)NCCC(CO)NC(=O)C(CCCN)NC(=O)OC(C)(C)C,not_reduction
CC(C)CC(C(=O)O)C(CC=Cc1ccccc1)C(=O)OC(C)(C)C.CC(C)CNN,CN(C)C=O.CN1CCOCC1.COC(C)(C)C.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.Cl.O.Oc1cccc2[nH]nnc12,CC(C)CNNC(=O)C(CC(C)C)C(CC=Cc1ccccc1)C(=O)OC(C)(C)C,not_reduction
CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(S(C)(=O)=O)n2)cc1.NC1CCCCC1,CC#N,CS(=O)(=O)c1ccc(-c2cc(C(F)(F)F)nc(NC3CCCCC3)n2)cc1,not_reduction
COc1ccc(F)cc1C(O)C#Cc1ccccc1.COc1ccc(OC(F)(F)F)cc1C=O,,COc1ccc(OC(F)(F)F)cc1C(O)C#Cc1ccccc1,not_reduction
CC(=O)Cl.CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]ccc3c2)c1F,ClCCl.[Al+3].[Cl-].[Cl-].[Cl-],CCCS(=O)(=O)Nc1ccc(F)c(C(=O)Nc2cnc3[nH]cc(C(C)=O)c3c2)c1F,not_reduction
CCOC(=O)c1ccc(C=C(CCCc2ccc(C(=O)OC(C)(C)C)cc2)Cn2ccnc2)cc1,CC(=O)O.Cl.O.O=C([O-])O.[Na+],CCOC(=O)c1ccc(C=C(CCCc2ccc(C(=O)O)cc2)Cn2ccnc2)cc1,not_reduction
CNCc1cccc(C2CCNC2)c1.Nc1c(F)c(F)c(F)c2c1c(=O)c(C(=O)O)cn2C1CC1,,CNCc1cccc(C2CCN(c3c(F)c(N)c4c(=O)c(C(=O)O)cn(C5CC5)c4c3F)C2)c1,not_reduction
Brc1cncc(C#Cc2ccccc2)c1.CC(C)(C)OC(N)=O,C1COCCO1.CNCCNC.O=C([O-])[O-].[Cu]I.[K+].[K+],CC(C)(C)OC(=O)Nc1cncc(C#Cc2ccccc2)c1,not_reduction
CCC(=O)C1(N=[N+]=[N-])C(O)CC2C3CCC4CC(O)CCC4(C)C3C(OC(C)=O)CC21C,CC(=O)OC(C)=O.c1ccncc1,CCC(=O)C1(N=[N+]=[N-])C(O)CC2C3CCC4CC(O)CCC4(C)C3C(O)CC21C,not_reduction
Clc1nccc(I)c1Br.N#Cc1ccc(B(O)O)cc1,Cc1ccccc1.O.O=C([O-])[O-].[Na+].[Na+],N#Cc1ccc(-c2ccnc(Cl)c2Br)cc1,not_reduction
C1CCNC1.CC(=O)Nc1ccc(C(=O)O)c(C)c1,CN(C)C=O.ClCCl.O=C(Cl)C(=O)Cl,CC(=O)Nc1ccc(C(=O)N2CCCC2)c(C)c1,not_reduction
CCOC(=O)CNC1CCCC(Oc2ccc3[nH]ncc3c2C)C1,C1CCOC1.O.[Al+3].[H-].[H-].[H-].[H-].[Li+].[Na+].[OH-],Cc1c(OC2CCCC(NCCO)C2)ccc2[nH]ncc12,not_reduction
COC(=O)c1c(C(=O)OC)c(-c2ccc(OC)c(OC)c2)c2cc(OCc3ccccc3)c(OC)cc2c1O,C1CCOC1.CO.[H][H],COC(=O)c1c(C(=O)OC)c(-c2ccc(OC)c(OC)c2)c2cc(O)c(OC)cc2c1O,reduction
I.N#Cc1ccc(C=NNC(=N)NN)cc1.O=Cc1ccc(Cl)cc1,,N#Cc1ccc(C=NNC(=N)NN=Cc2ccc(Cl)cc2)cc1,not_reduction
Nc1cc(Br)cnc1Cl.O=S(=O)(Cl)c1cccc(OC(F)F)c1,c1ccncc1,O=S(=O)(Nc1cc(Br)cnc1Cl)c1cccc(OC(F)F)c1,not_reduction
CC1CN(C(=O)Nc2ccc(Cl)cc2)N=C1c1ccc(Cl)cc1.COC(=O)OC,C1CCOC1.CC(=O)O.CC(C)NC(C)C.CCCCCC.[Li]CCCC,COC(=O)C1(C)CN(C(=O)Nc2ccc(Cl)cc2)N=C1c1ccc(Cl)cc1,not_reduction
CC1CN(C(=O)c2ccccc2)CCN1C(=O)CC#N.Clc1nc2ccccc2s1,C1CCOC1.C[Si](C)(C)[N-][Si](C)(C)C.[Na+],CC1CN(C(=O)c2ccccc2)CCN1C(=O)C(C#N)c1nc2ccccc2s1,not_reduction
CC(C)c1c(C(=O)NCc2ccc(F)c(F)c2)c2ccc(O)cc2n1Cc1ccccc1.O=C1OCCC1Br,CN(C)C=O.O=C([O-])[O-].[K+].[K+],CC(C)c1c(C(=O)NCc2ccc(F)c(F)c2)c2ccc(OC3CCOC3=O)cc2n1Cc1ccccc1,not_reduction
Clc1nccc2occc12.N,Cl[Cu],Nc1nccc2occc12,not_reduction
CC(C)CC(NC(=O)OCc1ccccc1)C1CC1CCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C,C1CCOC1.CCCC[N+](CCCC)(CCCC)CCCC.[F-],CC(C)CC(NC(=O)OCc1ccccc1)C1CC1CCO,not_reduction
CCCCCc1ccc(OC(=O)c2ccc([N+](=O)[O-])c(C)c2)cc1,CCOC(C)=O,CCCCCc1ccc(OC(=O)c2ccc(N)c(C)c2)cc1,not_reduction
CN.COc1cc2c(c(-c3cccc(Cl)c3Cl)c1)OC(COS(=O)(=O)c1ccc(C)cc1)C2,Cl,CNCC1Cc2cc(OC)cc(-c3cccc(Cl)c3Cl)c2O1,not_reduction
CCC[Mg+].CNC(=O)c1ccc(Cl)nc1,C1CCOC1.CO.COC(C)(C)C.N#CC1=C(C#N)C(=O)C(Cl)=C(Cl)C1=O.[Br-].[Cl-].[NH4+],CCCc1cc(Cl)ncc1C(=O)NC,not_reduction
CCc1cc(-c2ccc(CN)o2)c(C)[nH]c1=O.COc1ccc(C(=O)Cl)cc1,,CCc1cc(-c2ccc(CNC(=O)c3ccc(OC)cc3)o2)c(C)[nH]c1=O,not_reduction
Cc1ccc(S(=O)(=O)N2CC2CCOS(C)(=O)=O)cc1.NCc1ccccc1,C1CCOC1.CCN(CC)CC.CS(C)=O,Cc1ccc(S(=O)(=O)NC2CCN(Cc3ccccc3)C2)cc1,not_reduction
CC(N)c1cc(F)c(NS(C)(=O)=O)c(F)c1.CCCc1cc(C(F)(F)F)ccc1C=CC(=O)O,C1CCOC1.CN1CCOCC1.COc1nc(OC)nc([N+]2(C)CCOCC2)n1.Cl.O.[Cl-],CCCc1cc(C(F)(F)F)ccc1C=CC(=O)NC(C)c1cc(F)c(NS(C)(=O)=O)c(F)c1,not_reduction
CCN=C=O.Cc1cc2c(C3CC3CN)cccn2n1,C1CCOC1,CCNC(=O)NCC1CC1c1cccn2nc(C)cc12,not_reduction
CCC(CC)Nc1cc(C)nc(Oc2c(C)cc(C)cc2C)c1NC(=O)CCl,C1CCOC1.C[Si](C)(C)[N-][Si](C)(C)C.F.[Li+],CCC(CC)N1CC(=O)Nc2c1cc(C)nc2Oc1c(C)cc(C)cc1C,not_reduction
CN1CCNCC1.Clc1cc(Nc2ncnc3sc4c(c23)CCc2nn(CCBr)cc2-4)ccc1OCc1ccccn1,CN(C)C=O.O=C([O-])[O-].[I-].[Na+].[Na+].[Na+],CN1CCN(CCn2cc3c(n2)CCc2c-3sc3ncnc(Nc4ccc(OCc5ccccn5)c(Cl)c4)c23)CC1,not_reduction
CCOc1ccc2c(c1)CCC(=O)C2,CCO.[BH4-].[Na+].[Na+].[OH-],CCOc1ccc2c(c1)CCC(O)C2,reduction
COC(=O)Cc1cccc(OCCC(C)NCC(C)c2ccccc2)c1.O=Cc1cccc(C(F)(F)F)c1Cl,CC(=O)O.CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCl.O.[Na+],COC(=O)Cc1cccc(OCCC(C)N(Cc2cccc(C(F)(F)F)c2Cl)CC(C)c2ccccc2)c1,reduction
CCCC[Sn](CCCC)(CCCC)c1ccncc1.O=c1c2ncn(-c3ccccc3)c2nc(-c2ccc(I)cc2)n1-c1ccc(Cl)cc1,[Pd].c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1,O=c1c2ncn(-c3ccccc3)c2nc(-c2ccc(-c3ccncc3)cc2)n1-c1ccc(Cl)cc1,not_reduction
CN(C)C1CCNC1.Cc1c(-c2cccc(F)c2F)c(F)c2oc(C3CC3)nc2c1C#N,CCN(CC)CC.CCOC(C)=O.CS(C)=O.O=C([O-])O.[Na+],Cc1c(-c2cccc(F)c2F)c(N2CCC(N(C)C)C2)c2oc(C3CC3)nc2c1C#N,not_reduction
CC(C)(C)O.CC(Nc1nc(Nc2cnccn2)cc(-c2ccc(C#N)nc2)n1)c1ccc(F)cc1,[F-].[K+],CC(Nc1nc(Nc2cnccn2)cc(-c2ccc(C(N)=O)nc2)n1)c1ccc(F)cc1,not_reduction
Cc1c(O)cccc1O.O=C1CCC(=O)N1Cl,CC#N,Cc1c(O)ccc(Cl)c1O,not_reduction
N#CCc1cc(SC#N)c2c(CCc3ccccc3)nccn12,CI.CO.ClCCl.[K+].[OH-],CSc1cc(CC#N)n2ccnc(CCc3ccccc3)c12,not_reduction
N=C(N)N[N+](=O)[O-].NCCCNCc1ccc(Cl)nc1,O,O=[N+]([O-])N=C1NCCCN1Cc1ccc(Cl)nc1,not_reduction
C[S-].N#Cc1ccc(Cl)nc1,C1CCOC1.CCOC(C)=O.O.[Na+],CSc1ccc(C#N)cn1,not_reduction
COc1cc2nccc(Oc3ccc(OCC(=O)O)cc3)c2cc1OC.Nc1ccc(Cl)cc1,CCN=C=NCCCN(C)C.Cl.ClC(Cl)Cl.O.O=C([O-])O.On1nnc2ccccc21.[Na+],COc1cc2nccc(Oc3ccc(OCC(=O)Nc4ccc(Cl)cc4)cc3)c2cc1OC,not_reduction
CCn1cc(C(=O)Cl)c(NS(=O)(=O)c2ccc(OCc3nc(-c4ccccc4)oc3C)cc2)n1.N,CCOC(C)=O.ClCCl,CCn1cc(C(N)=O)c(NS(=O)(=O)c2ccc(OCc3nc(-c4ccccc4)oc3C)cc2)n1,not_reduction
ClCC1CCCCN(CCCOc2ccc3c(c2)OCO3)C1.O=C1Cc2cc3c(cc2CCN1)OCO3,,Cl.O=C1Cc2cc3c(cc2CCN1CC1CCCCN(CCCOc2ccc4c(c2)OCO4)C1)OCO3,not_reduction
CC(C)C(C#Cc1ccccc1)N1CCC(=O)CC1,[Cl-].[NH4+],CC(C)C(N)C#Cc1ccccc1,not_reduction
CN(C)C=Nc1ncc2[nH]ccc2n1.O=C1CCC(=O)N1I,CN(C)C=O,CN(C)C=Nc1ncc2[nH]cc(I)c2n1,not_reduction
COC(=O)c1c(SCc2ccc(OC)cc2)nc(-c2ccccc2)n1Cc1cc2c(cc1Cl)OCO2,C1CCOC1.CCOC(C)=O,COc1ccc(CSc2nc(-c3ccccc3)n(Cc3cc4c(cc3Cl)OCO4)c2C(=O)O)cc1,not_reduction
